Nom de la gare;Code UIC;Code postal;Direction Régionale Gares;Segmentation DRG;Segmentation Marketing;% Non Voyageurs;Total Voyageurs 2024;Total Voyageurs + Non voyageurs 2024;Total Voyageurs 2023;Total Voyageurs + Non voyageurs 2023;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;CO2_evite_t_2015;Vies_sauvees_stat_2015;CO2_evite_t_2016;Vies_sauvees_stat_2016;CO2_evite_t_2017;Vies_sauvees_stat_2017;CO2_evite_t_2018;Vies_sauvees_stat_2018;CO2_evite_t_2019;Vies_sauvees_stat_2019;CO2_evite_t_2020;Vies_sauvees_stat_2020;CO2_evite_t_2021;Vies_sauvees_stat_2021;CO2_evite_t_2022;Vies_sauvees_stat_2022;CO2_evite_t_2023;Vies_sauvees_stat_2023;CO2_evite_t_2024;Vies_sauvees_stat_2024
Vinay;87761726;38470;DRG AURA BFC;B;Halte;0.2;206591;258239;182708;228385;179020;223775;152301;190376;106879;133599;170161;212701;135474;169342;148939;186173;127613;159516;123108;153885;1035.95382;0.017173566;1073.863395;0.0178020135;1253.3216850000001;0.020776990500000002;1140.01371;0.018898623;1431.9048149999999;0.0237374595;899.386785;0.0149096205;1281.612915;0.0212459895;1506.4533000000001;0.02497329;1537.48782;0.025487766000000002;1738.4632649999999;0.0288194445
Virieu-le-Grand - Belley;87741504;1510;DRG AURA BFC;C;Halte;pas de donnees;80316;80316;68564;68564;59947;59947;45377;45377;29627;29627;44111;44111;54918;54918;65692;65692;58225;58225;63403;63403;533.536245;0.0088447185;489.963375;0.0081223875;552.79818;0.009164034;462.13496999999995;0.007661061;371.194065;0.0061534845000000005;249.311205;0.0041329665;381.847455;0.0063300915;504.454005;0.0083626065;576.9660600000001;0.009564678;675.85914;0.011204082
Viroflay Rive Droite;87382887;78220;DEX GIF;B;IDF;pas de donnees;2672068;2672068;2422700;2422700;2426142;2426142;2157680;2157680;999544;999544;2698201;2698201;2147701;2147701;1720725;1720725;1350015;1350015;1427232;1427232;12010.15728;0.19909886400000001;11360.376225;0.18832709250000002;14479.900875;0.2400411375;18072.903915;0.2996042895;22705.361415;0.37639903950000003;8411.16276;0.139436388;18156.8772;0.30099636;20415.98493;0.338446809;20387.0205;0.33796665;22485.45222;0.372753486
Voellerdingen;87215640;67430;DRG GRAND EST;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees
Vraincourt - Viéville;87143024;52310;DRG GRAND EST;C;Halte;pas de donnees;1636;1636;1503;1503;1332;1332;1190;1190;1555;1555;3326;3326;4557;4557;6653;6653;8549;8549;7554;7554;63.56690999999999;0.001053783;71.939835;0.0011925855;55.984995000000005;0.0009280935;38.347155;0.0006357015;27.98829;0.000463977;13.085325000000001;0.00021692250000000002;10.01385;0.000166005;11.20878;0.000185814;12.647745;0.0002096685;13.76694;0.000228222
Wacquemoulin;87316208;60420;DRG HDF-NORMANDIE;C;Halte;pas de donnees;2429;2429;1863;1863;1482;1482;1302;1302;1681;1681;3380;3380;3783;3783;5399;5399;6538;6538;7124;7124;59.94846;0.000993798;55.017269999999996;0.000912051;45.432584999999996;0.0007531605;31.833945;0.0005277285;28.442700000000002;0.00047151;14.145615;0.0002344995;10.95633;0.000181629;12.47103;0.000206739;15.677145000000001;0.0002598885;20.440034999999998;0.0003388455
Woippy;87192088;57140;DRG GRAND EST;C;Halte;pas de donnees;188929;188929;181738;181738;154292;154292;97259;97259;79458;79458;139362;139362;120464;120464;117181;117181;100227;100227;89236;89236;750.92094;0.012448422;843.4102049999999;0.0139816665;986.078115;0.0163467495;1013.7045599999999;0.016804728;1172.7312299999999;0.019440999;668.63907;0.011084391;818.434485;0.0135676305;1298.36718;0.021523734;1529.32527;0.025352451;1589.837535;0.0263555955
Zetting;87193649;57115;DRG GRAND EST;C;Halte;pas de donnees;361;361;12695;12695;11963;11963;12777;12777;17810;17810;15244;15244;14705;14705;17152;17152;17306;17306;16874;16874;141.99471;0.002353923;145.62999;0.002414187;144.33408;0.002392704;123.742575;0.0020513475;128.27826;0.002126538;149.87115;0.002484495;107.518455;0.0017823915;100.668645;0.0016688385000000001;106.82842500000001;0.0017709525;3.037815;5.03595e-05
Zillisheim;87182196;68720;DRG GRAND EST;C;Halte;pas de donnees;41379;41379;35233;35233;24942;24942;22296;22296;24257;24257;39973;39973;36631;36631;33699;33699;32455;32455;33298;33298;280.20267;0.004645071;273.108825;0.0045274725;283.577085;0.0047010105;308.249865;0.0051100245;336.372795;0.0055762335000000005;204.122655;0.0033838515;187.62084;0.003110292;209.88693;0.003479409;296.485695;0.0049150035;348.20428499999997;0.0057723705
Aigrefeuille le Thou;87485193;17290;DRG NLLE AQUITAINE;C;Proximité;pas de donnees;90376;90376;61127;61127;51200;51200;32989;32989;24987;24987;31170;31170;18670;18670;14513;14513;266;266;pas de donnees;pas de donnees;pas de donnees;pas de donnees;2.23839;3.7107e-05;122.126895;0.0020245635000000002;157.10805;0.0026044650000000003;262.29555;0.004348215;210.26560500000002;0.0034856865;277.602435;0.0046019655;430.848;0.0071424;514.383705;0.0085272165;760.51404;0.012607452
Alleyras;87731885;43580;DRG AURA BFC;C;Halte;pas de donnees;1933;1933;2059;2059;1931;1931;1447;1447;949;949;1310;1310;1013;1013;812;812;598;598;510;510;4.29165;7.1145e-05;5.03217;8.3421e-05;6.832979999999999;0.000113274;8.524395;0.00014131350000000002;11.02365;0.000182745;7.985835;0.0001323855;12.176504999999999;0.0002018565;16.249365;0.0002693745;17.326485;0.0002872305;16.266195;0.0002696535
Ambronay - Priay;87743146;1500;DRG AURA BFC;C;Halte;pas de donnees;8293;8293;8222;8222;8271;8271;6321;6321;5665;5665;9145;9145;5983;5983;6623;6623;7700;7700;7463;7463;62.801145;0.0010410885;64.7955;0.00107415;55.732545;0.0009239085;50.346945;0.0008346285;76.955175;0.0012757275;47.670975;0.0007902675;53.191215;0.0008817795;69.600465;0.0011538045;69.18813;0.001146969;69.785595;0.0011568735
Autun;87694570;71400;DRG AURA BFC;C;Proximité;pas de donnees;47675;47675;49667;49667;66454;66454;64134;64134;60025;60025;61002;61002;63796;63796;63847;63847;64509;64509;74269;74269;624.9736350000001;0.0103605255;542.8432349999999;0.0089990055;537.272505;0.0089066565;536.84334;0.008899542;513.33183;0.008509779;505.110375;0.0083734875;539.68761;0.008946693;559.21041;0.009270333;417.947805;0.0069285465000000004;401.185125;0.0066506625000000005
Auxonne;87713347;21130;DRG AURA BFC;B;Proximité;0.2;414535;518169;375248;469060;362209;452762;258572;323215;246666;308332;298952;373690;270708;338385;284494;355617;272128;340160;269718;337148;2269.67697;0.037625661;2289.95712;0.037961856;2394.0170099999996;0.039686913;2278.00782;0.037763766;2515.6810800000003;0.041703804000000004;2075.69439;0.034409907;2175.8833799999998;0.036070794;3047.988735;0.0505281555;3157.7119199999997;0.052347096;3488.3120249999997;0.057827632500000004
Bauvin - Provin;87345280;59221;DRG HDF-NORMANDIE;C;Halte;pas de donnees;130202;130202;125309;125309;109399;109399;81470;81470;106504;106504;185978;185978;175839;175839;180078;180078;174049;174049;173097;173097;1456.6112549999998;0.0241470315;1464.622335;0.0242798355;1515.3563700000002;0.025120881;1479.685185;0.0245295405;1565.0048700000002;0.025943931;896.23116;0.014857308;685.57005;0.011365065;920.592585;0.0152611605;1054.475235;0.0174806055;1095.64983;0.018163179
Belfort;87184002;90000;DRG AURA BFC;B;Ville;0.2;1552041;1940051;1294166;1617707;1245496;1556870;908286;1135358;775926;969907;1124537;1405671;1006802;1258503;1146193;1432741;1059616;1324520;1159439;1449299;9756.679185;0.1617417405;8916.66864;0.147816432;9645.214095000001;0.1598939235;8472.23883;0.140448879;9462.978855000001;0.1568729115;6529.41729;0.10824167700000001;7643.22669;0.126705897;10480.84884;0.173746692;10890.40689;0.180536157;13060.425015;0.2165097195
Bellac;87592485;87300;DRG NLLE AQUITAINE;C;Proximité;pas de donnees;42248;42248;35242;35242;33299;33299;24849;24849;16307;16307;26216;26216;23075;23075;34347;34347;36090;36090;32527;32527;273.71470500000004;0.0045375165;303.69735;0.0050345550000000005;289.030005;0.0047914065;194.176125;0.0032189625;220.60764;0.003657132;137.22340499999999;0.0022748265;209.104335;0.0034664355;280.211085;0.0046452105;296.56143;0.004916259;355.51691999999997;0.005893596
Blesme - Haussignémont;87174326;51340;DRG GRAND EST;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;27;27;63;63;202;202;262;262;77;77;295;295;307;307;177;177;110;110;0.92565;1.5345e-05;1.489455;2.46915e-05;2.5834050000000004;4.28265e-05;2.482425;4.11525e-05;0.6479550000000001;1.07415e-05;2.20473;3.6549e-05;1.69983;2.8179e-05;0.530145;8.7885e-06;0.22720500000000002;3.7665e-06;pas de donnees;pas de donnees
Bois-Colombes;87381079;92270;DEX GIF;B;IDF;pas de donnees;5680808;5680808;5150893;5150893;5302890;5302890;4906735;4906735;1956992;1956992;5459393;5459393;5453024;5453024;5474708;5474708;5106507;5106507;5307858;5307858;44665.62507;0.740446191;42971.256405;0.7123577265000001;46069.66782;0.763721766;45887.19696;0.760696848;45940.792095;0.7615853235;16468.08768;0.273000384;41290.175025;0.6844895325;44623.81935;0.739753155;43344.764595;0.7185495735;47803.99932;0.792472716
Boucau;87673095;64340;DRG NLLE AQUITAINE;C;Halte;pas de donnees;23189;23189;14525;14525;10269;10269;9876;9876;5206;5206;8764;8764;6848;6848;6094;6094;5767;5767;7913;7913;66.587895;0.0011038635;48.529305;0.0008044965;51.28101;0.000850113;57.62592;0.000955296;73.74906;0.001222578;43.80849;0.000726237;83.10654;0.001377702;86.413635;0.0014325255;122.227875;0.0020262375;195.135435;0.0032348655
Brest;87474007;29211;DRG B-CVL-PDL;A;Ville;0.2;2777923;3472404;2572723;3215904;2370384;2962980;1760542;2200677;1305129;1631411;1962604;2453255;1722004;2152505;1709736;2137171;1631603;2039504;1653322;2066652;13912.70463;0.230638419;13729.939245;0.2276086185;14387.42844;0.238508172;14490.66366;0.240219558;16515.31266;0.27378325800000003;10982.660535;0.1820654955;14814.96093;0.245595609;19946.78136;0.330668568;21649.464045;0.3588948585;23376.222045000002;0.3875202585
Cambrai;87345520;59400;DRG HDF-NORMANDIE;B;Proximité;0.2;720845;901056;704456;880570;666320;832900;528658;660822;464567;580709;697594;871992;627458;784322;687678;859598;657910;822387;668208;835261;5622.97032;0.093215016;5536.312650000001;0.091778445;5786.81037;0.095931081;5280.05907;0.087530391;5870.25351;0.097314363;3909.331305;0.0648070965;4448.65707;0.07374779100000001;5607.0828;0.09295164;5927.997240000001;0.09827161200000001;6065.910675;0.1005578775
Champagne-sur-Seine;87682450;77430;DEX GIF;B;IDF;pas de donnees;577690;577690;523805;523805;428217;428217;415355;415355;237145;237145;518423;518423;505753;505753;497079;497079;478155;478155;457828;457828;3852.62262;0.063867006;4023.6743250000004;0.0667026225;4182.919785;0.0693425205;4255.911495;0.0705525435;4362.529545;0.0723200085;1995.575175;0.0330817275;3495.212325;0.0579420225;3603.4460550000003;0.0597362715;4407.819075;0.0730707975;4861.26135;0.080587755
Champagney;87185348;70290;DRG AURA BFC;C;Halte;pas de donnees;68063;68063;57942;57942;69916;69916;52818;52818;52119;52119;52227;52227;44324;44324;46864;46864;43374;43374;43545;43545;366.431175;0.0060745275;364.99221;0.006050673;394.36056;0.006537528;372.98646;0.006183198;439.490205;0.0072856665;438.581385;0.0072706005;444.46347;0.007368111;588.3431400000001;0.009753282;487.58193;0.008082909000000001;572.750145;0.0094947885
Champbenoist - Poigny;87115873;77160;DEX GIF;B;IDF;pas de donnees;227895;227895;206637;206637;182176;182176;144147;144147;105983;105983;220552;220552;215765;215765;211940;211940;204274;204274;196027;196027;1649.567205;0.0273457665;1718.96571;0.028496223;1783.4751;0.02956563;1815.662475;0.0300992175;1855.94508;0.030767004;891.846945;0.0147846285;1212.997005;0.0201085065;1533.01104;0.025413552;1738.850355;0.0288258615;1917.736425;0.0317913525
Champs - Saint-Bris;87683615;89290;DRG AURA BFC;C;Halte;pas de donnees;2749;2749;2485;2485;2551;2551;1473;1473;1684;1684;3062;3062;2172;2172;3169;3169;3195;3195;7201;7201;60.596415;0.0010045395;26.885925;0.00044570250000000003;26.667135;0.0004420755;18.27738;0.000302994;25.76673;0.000427149;14.170860000000001;0.000234918;12.395295;0.0002054835;21.466665000000003;0.0003558645;20.911275;0.0003466575;23.132835;0.0003834855
Chantenay;87481051;44000;DRG B-CVL-PDL;C;Halte;pas de donnees;55107;55107;54655;54655;48932;48932;34645;34645;27555;27555;45506;45506;35066;35066;30325;30325;28301;28301;26504;26504;223.03116;0.003697308;238.152915;0.0039479895000000004;255.184875;0.0042303375;295.08039;0.004891707;382.93299;0.0063480870000000005;231.875325;0.0038439225000000002;291.537675;0.0048329775;411.76278;0.006826014;459.921825;0.0076243725000000005;463.725405;0.0076874265
Chaponost;87722710;69630;DRG AURA BFC;C;Halte;pas de donnees;92700;92700;91018;91018;99688;99688;89155;89155;74261;74261;91801;91801;80970;80970;77448;77448;65119;65119;59240;59240;498.5046;0.00826398;547.976385;0.009084100500000001;651.72492;0.010803996;681.36255;0.011295315;772.5054150000001;0.0128062395;624.906315;0.0103594095;750.239325;0.0124371225;838.8745200000001;0.013906476000000001;765.91647;0.012697011;780.0705;0.01293165
Charleville-Mézières;87172007;8000;DRG GRAND EST;B;Ville;0.2517006802721089;1500456;2005155;1471075;1965892;1252226;1673429;992036;1325721;776821;1038116;1001032;1337743;973619;1301109;1080642;1444131;1079803;1443010;1156793;1545897;9734.413095;0.1613726235;9086.542244999999;0.1506325185;9093.602429999999;0.150749559;8193.003885;0.1358198505;8423.68428;0.139643964;6536.9487149999995;0.1083665295;8347.98294;0.138389022;10537.48179;0.174685527;12379.096125;0.20521496250000001;12626.33724;0.209313612
Chézy-sur-Marne;87116574;2570;DRG HDF-NORMANDIE;C;Halte;pas de donnees;164523;164523;148629;148629;113397;113397;91229;91229;70385;70385;117503;117503;106910;106910;107151;107151;101564;101564;97565;97565;821.009475;0.0136103175;854.66106;0.014168178;901.675665;0.0149475645;899.64765;0.014913945;988.787745;0.0163916685;592.2897750000001;0.009818707500000001;767.692035;0.012726445500000001;954.235755;0.0158188815;1250.713035;0.0207337455;1384.461045;0.0229509585
Chouzy-sur-Cisse;87574301;41150;DRG B-CVL-PDL;C;Halte;pas de donnees;988;988;1010;1010;738;738;818;818;475;475;751;751;4616;4616;8329;8329;10939;10939;13082;13082;110.08503;0.001824939;92.05168499999999;0.0015259905;70.08853500000001;0.0011618955;38.84364;0.0006439320000000001;6.319665;0.0001047645;3.997125;6.62625e-05;6.88347;0.000114111;6.21027;0.000102951;8.49915;0.000140895;8.314020000000001;0.000137826
Clichy - Levallois;87381129;92110;DEX GIF;B;IDF;pas de donnees;11597203;11597203;10515535;10515535;11232100;11232100;9184506;9184506;4471252;4471252;11275885;11275885;10863687;10863687;10745166;10745166;10573894;10573894;8018296;8018296;67473.96084;1.118552292;88979.31801;1.475058213;90420.57189;1.498950657;91417.926105;1.5154843365;94886.57227500001;1.5729859575;37625.58558;0.623739654;77287.61799;1.281238587;94518.1215;1.56687795;88488.227025;1.4669171325;97590.463245;1.6178098185
Conflans-Sainte-Honorine;87381897;78700;DEX GIF;B;IDF;pas de donnees;4582103;4582103;4154142;4154142;4070670;4070670;3693330;3693330;2347335;2347335;4834179;4834179;4779174;4779174;4748100;4748100;4624289;4624289;4442590;4442590;37384.394850000004;0.619741305;38913.391935;0.6450883155;39955.2615;0.66235995;40216.74921;0.666694773;40679.616285;0.6743679705;19752.824024999998;0.3274532325;31079.37195;0.5152195350000001;34254.68805;0.567858465;34957.10493;0.5795028090000001;38558.396745;0.6392033685
Crécy-la-Chapelle;87116772;77580;DEX GIF;B;IDF;pas de donnees;242076;242076;219495;219495;157761;157761;197337;197337;84779;84779;190995;190995;187867;187867;185303;185303;179177;179177;172569;172569;1452.1681350000001;0.0240733755;1507.774455;0.0249951915;1559.3247450000001;0.025849768500000002;1580.900805;0.026207446500000002;1607.222925;0.0266438025;713.415285;0.0118266705;1660.590855;0.027528511500000002;1327.5588149999999;0.022007659500000002;1847.0504250000001;0.0306195525;2037.06954;0.033769602
Dannes - Camiers;87317081;62187;DRG HDF-NORMANDIE;C;Halte;pas de donnees;13227;13227;7815;7815;11836;11836;12562;12562;9337;9337;10346;10346;9826;9826;11730;11730;15102;15102;13095;13095;110.19442500000001;0.0018267525;127.08333;0.002106729;98.70795;0.001636335;82.68579;0.001370727;87.06159;0.001443267;78.570855;0.0013025115;105.70922999999999;0.001752399;99.59994;0.001651122;65.763225;0.0010901925;111.305205;0.0018451665
Éguzon-Chantôme;87597153;36270;DRG B-CVL-PDL;C;Halte;pas de donnees;12240;12240;12866;12866;10316;10316;4941;4941;1996;1996;4960;4960;4776;4776;6297;6297;5731;5731;5382;5382;45.28953;0.000750789;48.226365;0.0007994745000000001;52.989255;0.0008784315;40.19004;0.000666252;41.7384;0.0006919200000000001;16.79634;0.000278442;41.578514999999996;0.0006892695;86.80914;0.001439082;108.26739;0.001794807;102.9996;0.00170748
Émerainville - Pontault-Combault;87116046;77340;DEX GIF;B;IDF;pas de donnees;4664593;4664593;4230223;4230223;3975775;3975775;3748002;3748002;2496908;2496908;4748348;4748348;4801461;4801461;4898268;4898268;4892074;4892074;4864507;4864507;40934.826405;0.6785987265;41166.80271;0.682444323;41218.92522;0.683308386;40404.294315;0.6698038095;39957.34842;0.662394546;21011.48082;0.348318666;31539.43683;0.522846279;33456.146625;0.5546206125;35597.326545;0.5901161085;39252.550095;0.6507107235
Épinay - Villetaneuse;87271122;93800;DEX GIF;B;IDF;pas de donnees;17439318;17439318;15812883;15812883;15327902;15327902;13345015;13345015;5582345;5582345;12886698;12886698;12778657;12778657;11399541;11399541;10968351;10968351;11527615;11527615;97004.880225;1.6081022925;92298.67366500001;1.5300849645;95927.137515;1.5902359695000001;107532.398655;1.7826226515;108441.56367;1.797694371;46975.433175;0.7787371275;112298.30122499999;1.8616295925;128984.29533;2.138242329;133065.410445;2.2058971785;146751.86097;2.432784861
Étang-sur-Arroux;87694141;71190;DRG AURA BFC;C;Proximité;pas de donnees;85075;85075;61700;61700;105170;105170;91060;91060;76286;76286;76539;76539;67299;67299;72528;72528;71592;71592;81646;81646;687.0510899999999;0.011389617;602.44668;0.009987084;610.32312;0.010117656000000001;566.3210849999999;0.0093882105;644.075685;0.0106771905;641.94669;0.010641897;766.2699;0.01270287;885.0055500000001;0.014671215;519.2055;0.008607150000000001;715.906125;0.0118679625
Évry-Courcouronnes;87681387;91000;DEX GIF;B;IDF;pas de donnees;12893424;12893424;9895865;9895865;9299239;9299239;8307516;8307516;5130572;5130572;11258509;11258509;11133073;11133073;11022956;11022956;10724567;10724567;10369452;10369452;87258.93858;1.446538554;90247.23130500001;1.4960770965;92758.17473999999;1.537702362;93684.809295;1.5530636835;94740.353235;1.5705620055;43173.763380000004;0.715714794;69907.74714;1.1588984820000001;78253.096185;1.2972438405;83273.703975;1.3804731675;108498.16295999999;1.7986326480000001
Folligny;87447649;50320;DRG HDF-NORMANDIE;C;Halte;pas de donnees;7886;7886;9017;9017;6633;6633;4068;4068;2163;2163;4046;4046;8596;8596;12712;12712;12051;12051;15101;15101;127.07491499999999;0.0021065895;101.40916499999999;0.0016811145;106.97148;0.001773324;72.33534;0.001199142;34.04709;0.000564417;18.201645;0.0003017385;34.23222;0.000567486;55.816695;0.0009253035;75.87805499999999;0.0012578715;66.36069;0.001100097
Fresnoy-le-Grand;87296293;2230;DRG HDF-NORMANDIE;C;Halte;pas de donnees;34241;34241;31356;31356;26363;26363;20237;20237;14289;14289;22961;22961;19992;19992;23812;23812;22091;22091;17913;17913;150.73789499999998;0.0024988635;185.895765;0.0030816945;200.37798;0.003321774;168.23268;0.002788884;193.216815;0.0032030595;120.241935;0.0019933155;170.29435500000002;0.0028230615;221.84464499999999;0.0036776385;263.86073999999996;0.004374162;288.138015;0.0047766195
Fretin;87286641;59273;DRG HDF-NORMANDIE;C;Halte;pas de donnees;75826;75826;73016;73016;66985;66985;59194;59194;53815;53815;92078;92078;85673;85673;95226;95226;84236;84236;87880;87880;739.5101999999999;0.012259260000000001;708.8459399999999;0.011750922;801.3267900000001;0.013284027;720.938295;0.011951383500000001;774.83637;0.012844881;452.85322499999995;0.0075071925;498.11751;0.008257563;563.678775;0.0093444075;614.4296400000001;0.010185732;638.07579;0.010577727
Gallieni Cancéropôle;87497461;31000;DRG OCCITANIE SUD;C;Halte;pas de donnees;50012;50012;64835;64835;53873;53873;39986;39986;35229;35229;56259;56259;57969;57969;61229;61229;53400;53400;54091;54091;455.175765;0.0075456945;449.361;0.0074493;515.242035;0.0085414455;487.809135;0.0080866755;473.419485;0.0078481305;296.45203499999997;0.0049144455;336.48219;0.005578047;453.341295;0.0075152835;545.586525;0.009044482500000001;420.85098;0.006976674
Graffenstaden;87212241;67400;DRG GRAND EST;C;Halte;pas de donnees;50646;50646;44905;44905;26235;26235;18085;18085;17816;17816;33255;33255;27446;27446;28914;28914;29117;29117;35392;35392;297.82367999999997;0.004937184;245.019555;0.0040618215;243.31131;0.004033503;230.95809;0.003828717;279.840825;0.0046390725;149.92164000000002;0.0024853320000000003;152.185275;0.0025228575;220.767525;0.0036597825;377.875575;0.0062642475;426.18609000000004;0.007065117
Grenoble;87747006;38000;DRG AURA BFC;A;Hub;0.3056551178831672;8776384;12639805;8121338;11696404;7993812;11512740;6150709;8858291;4781532;6886394;7796571;11228672;7057612;10164418;7674268;11052531;7237980;10424187;7549493;10872829;63528.983595;1.0531542735000001;60907.60170000001;1.00969821;64578.96522;1.070560386;59389.80497999999;0.984536874;65608.144965;1.0876216545;40236.59178;0.667023714;51758.216235;0.8580239055;67267.92798000001;1.115136774;68341.05927;1.132926651;73853.27136;1.2243055680000001
Gunsbach - Griesbach;87182386;68140;DRG GRAND EST;C;Halte;pas de donnees;31742;31742;29458;29458;20096;20096;14184;14184;15724;15724;19337;19337;18386;18386;23087;23087;22226;22226;20815;20815;175.15822500000002;0.0029036925;187.03179;0.003100527;194.277105;0.0032206365;154.71819;0.002564847;162.720855;0.0026975115;132.31745999999998;0.002193498;119.35836;0.001978668;169.10784;0.002803392;247.88907;0.004109391;267.10893;0.004428009
Harfleur;87413302;76700;DRG HDF-NORMANDIE;C;Halte;pas de donnees;6094;6094;4890;4890;3806;3806;3944;3944;3338;3338;4761;4761;4029;4029;4578;4578;5481;5481;6840;6840;57.5586;0.00095418;46.122614999999996;0.0007645995;38.52387;0.000638631;33.904035;0.0005620455;40.063815000000005;0.0006641595000000001;28.08927;0.00046565100000000003;33.18876;0.000550188;32.02749;0.000530937;41.14935;0.000682155;51.28101;0.000850113
Hargicourt - Pierrepont;87313338;80500;DRG HDF-NORMANDIE;C;Halte;pas de donnees;25352;25352;22416;22416;18689;18689;17226;17226;15700;15700;16867;16867;14222;14222;17002;17002;17562;17562;16591;16591;139.613265;0.0023144445;147.78423;0.002449899;143.07182999999998;0.002371779;119.67813000000001;0.001983969;141.935805;0.0023529465;132.1155;0.00219015;144.95679;0.002403027;157.267935;0.0026071155;188.63064000000003;0.003127032;213.33708;0.003536604
Haute Picardie TGV;87313882;80200;DRG HDF-NORMANDIE;A;LGV;0.1999999999999999;375792;469740;337464;421830;320142;400178;268474;335592;197582;246978;375044;468805;376257;470321;408708;510885;365688;457110;369361;461701;3108.172815;0.0515258595;3077.26452;0.051013476;3439.27782;0.057014766;3166.2026549999996;0.0524878515;3155.9952599999997;0.052318638;1662.65253;0.027562689;2259.20871;0.037452123000000004;2693.9949300000003;0.044659809;2839.75956;0.047076228;3162.2896800000003;0.052422984
Igney - Avricourt;87215103;54450;DRG GRAND EST;C;Halte;pas de donnees;25861;25861;26601;26601;18434;18434;14717;14717;14494;14494;21350;21350;21470;21470;21906;21906;22803;22803;21727;21727;182.83270499999998;0.0030309165;191.887245;0.0031810185;184.33899;0.003055887;180.67004999999997;0.002995065;179.66025;0.002978325;121.96700999999999;0.002021913;123.843555;0.0020530215;155.12211;0.002571543;223.847415;0.0037108395000000002;217.620315;0.0036076095
Illfurth;87182204;68720;DRG GRAND EST;C;Halte;pas de donnees;70611;70611;74110;74110;68267;68267;56796;56796;49498;49498;78865;78865;72961;72961;61441;61441;52591;52591;52073;52073;438.194295;0.0072641835;442.553265;0.0073364445;517.026015;0.0085710195;613.966815;0.0101780595;663.648975;0.0110016675;416.52567;0.006904971;477.93834000000004;0.007923042;574.466805;0.0095232465;623.63565;0.010338345;594.191565;0.0098502345
Jassonneix;87594085;19250;DRG NLLE AQUITAINE;C;Halte;pas de donnees;2357;2357;1826;1826;1389;1389;960;960;496;496;960;960;650;650;971;971;651;651;17;17;0.14305500000000002;2.3715e-06;5.478165;9.08145e-05;8.170965;0.0001354545;5.46975;9.0675e-05;8.0784;0.00013392;4.17384;6.9192e-05;8.0784;0.00013392;11.688435;0.0001937655;15.365789999999999;0.000254727;19.834155;0.0003288015
Jaux;87272013;60880;DRG HDF-NORMANDIE;C;Halte;pas de donnees;16681;16681;12901;12901;11822;11822;8175;8175;5339;5339;9771;9771;10167;10167;11773;11773;11966;11966;13886;13886;116.85069;0.001937097;100.69389;0.001669257;99.069795;0.0016423335000000001;85.55530499999999;0.0014182965;82.222965;0.0013630545;44.927685;0.0007447905;68.792625;0.0011404125;99.48213;0.001649169;108.561915;0.0017996895;140.370615;0.0023269995
Joncherey;87700153;90100;DRG AURA BFC;C;Halte;pas de donnees;11241;11241;7101;7101;7473;7473;4837;4837;4860;4860;3429;3429;120;120;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;pas de donnees;1.0098;1.674e-05;28.855035;0.0004783455;40.8969;0.00067797;40.703355;0.0006747615;62.885295;0.0010424835;59.754915000000004;0.0009905895;94.593015;0.0015681195
Kalhausen;87193664;57412;DRG GRAND EST;C;Halte;pas de donnees;15857;15857;14170;14170;14724;14724;11747;11747;7484;7484;10784;10784;12902;12902;12170;12170;12860;12860;13738;13738;115.60527;0.001916451;108.2169;0.00179397;102.41055;0.001697715;108.57033;0.001799829;90.74736;0.001504368;62.97786;0.001044018;98.851005;0.0016387065;123.90246;0.002053998;119.24055;0.001976715;133.436655;0.0022120515
Kerhostin;87476432;56170;DRG B-CVL-PDL;C;Halte;pas de donnees;4616;4616;3660;3660;2919;2919;2121;2121;1838;1838;1782;1782;1411;1411;1572;1572;1257;1257;1551;1551;13.051665000000002;0.0002163645;10.577655;0.0001753515;13.22838;0.000219294;11.873565000000001;0.00019683450000000001;14.99553;0.000248589;15.46677;0.000256401;17.848215;0.0002958795;24.563384999999997;0.0004072005;30.7989;0.00051057;38.84364;0.0006439320000000001
